11	a	ban	on	late-term	abortions	at1	nn1	ii	jj	nn2
31	And	in	the	long	run	cc	ii	at	jj	nn1
18	and	in	the	long	term	cc	ii	at	jj	nn1
5	and	is	the	leading	cause	cc	vbz	at	jj	nn1
10	and	just	a	little	bit	cc	rr	at1	jj	nn1
7	and	large	segments	of	the	cc	jj	nn2	io	at
7	and	lasting	peace	in	the	cc	jj	nn1	ii	at
8	and	left	sides	of	the	cc	jj	nn2	io	at
6	and	legal	director	of	People	cc	jj	nn1	io	nn
7	and	legislative	branches	of	government	cc	jj	nn2	io	nn1
8	and	legislative	branches	of	the	cc	jj	nn2	io	at
8	and	Lesbian	Alliance	Against	Defamation	cc	jj	nn1	ii	nn1
13	and	light	green	parts	only	cc	jj	jj	nn2	rr
5	and	live	and	silent	auctions	cc	jj	cc	jj	nn2
6	and	live	music	by	the	cc	jj	nn1	ii	at
5	and	local	governments	across	the	cc	jj	nn2	ii	at
8	and	local	governments	and	the	cc	jj	nn2	cc	at
7	and	local	governments	as	well	cc	jj	nn2	ii31	ii32
5	and	local	governments	have	a	cc	jj	nn2	vh0	at1
7	and	local	governments	have	been	cc	jj	nn2	vh0	vbn
17	and	local	law	enforcement	agencies	cc	jj	nn1	nn1	nn2
15	and	local	law	enforcement	officials	cc	jj	nn1	nn1	nn2
9	and	local	law	enforcement	to	cc	jj	nn1	nn1	to
5	and	local	levels	of	government	cc	jj	nn2	io	nn1
6	and	local	officials	have	been	cc	jj	nn2	vh0	vbn
5	and	local	public	health	agencies	cc	jj	jj	nn1	nn2
6	and	logistical	support	to	the	cc	jj	nn1	ii	at
6	and	long-term	needs	of	the	cc	jj	nn2	io	at
8	and	longtime	critic	of	the	cc	jj	nn1	io	at
5	and	longtime	friend	of	the	cc	jj	nn1	io	at
5	and	longtime	member	of	the	cc	jj	nn1	io	at
7	and	lost	control	of	the	cc	jj	nn1	io	at
5	and	lost	sight	of	the	cc	jj	nn1	io	at
5	and	lost	track	of	the	cc	jj	nn1	io	at
5	and	loving	way	in	which	cc	jj	nn1	ii	ddq
8	and	low	alcohol	consumption	organizations	cc	jj	nn1	nn1	nn2
5	and	low	levels	of	sexual	cc	jj	nn2	io	jj
12	and	maybe	a	little	bit	cc	rr	at1	jj	nn1
5	and	mix	on	low	speed	cc	vv0	ii	jj	nn1
5	and	one	endogenous	latent	variable	cc	mc1	jj	jj	nn1
6	and	only	a	little	bit	cc	rr	at1	jj	nn1
18	and	other	Latin	American	countries	cc	jj	jj	jj	nn2
5	and	other	parts	of	Latin	cc	jj	nn2	io	jj
5	and	other	state	and	local	cc	jj	nn1	cc	jj
6	and	others	of	like	mind	cc	nn2	io	jj	nn1
6	and	over	the	long	haul	cc	ii	at	jj	nn1
5	and	over	the	long	run	cc	ii	at	jj	nn1
10	and	over	the	long	term	cc	ii	at	jj	nn1
5	And	over	the	long	term	cc	ii	at	jj	nn1
5	and	packed	light	brown	sugar	cc	jj	jj	jj	nn1
6	and	pepper	in	large	bowl	cc	nn1	ii	jj	nn1
11	and	place	in	large	bowl	cc	vv0	ii	jj	nn1
6	and	place	over	low	heat	cc	vv0	rp	jj	nn1
6	and	place	your	left	hand	cc	vv0	appge	jj	nn1
5	and	raise	your	left	leg	cc	vv0	appge	jj	nn1
28	and	salt	in	large	bowl	cc	nn1	ii	jj	nn1
5	and	saute	over	low	heat	cc	vv0	rp	jj	nn1
7	and	sentenced	to	long	prison	cc	vvn	to	jj	nn1
22	and	simmer	over	low	heat	cc	vv0	rp	jj	nn1
6	and	spend	a	little	time	cc	vv0	at1	jj	nnt1
5	and	spend	a	little	time	cc	vvi	at1	jj	nnt1
8	and	state	and	local	government	cc	nn1	cc	jj	nn1
25	and	state	and	local	governments	cc	nn1	cc	jj	nn2
5	and	state	and	local	health	cc	nn1	cc	jj	nn1
5	and	state	and	local	officials	cc	nn1	cc	jj	nn2
8	and	state	and	local	taxes	cc	nn1	cc	jj	nn2
13	and	stir	over	low	heat	cc	vv0	rp	jj	nn1
5	and	sugar	in	large	bowl	cc	nn1	ii	jj	nn1
8	and	takes	a	long	drink	cc	vvz	at1	jj	nn1
7	and	takes	a	long	time	cc	vvz	at1	jj	nnt1
11	and	talk	a	little	bit	cc	vvi	at1	jj	nn1
7	and	talk	a	little	bit	cc	vv0	at1	jj	nn1
6	And	that	little	bit	of	cc	dd1	jj	nn1	io
9	and	the	large	amount	of	cc	at	jj	nn1	io
10	and	the	large	majority	of	cc	at	jj	nn1	io
36	and	the	large	number	of	cc	at	jj	nn1	io
5	and	the	large	numbers	of	cc	at	jj	nn2	io
7	and	the	leading	cause	of	cc	at	jj	nn1	io
7	and	the	leading	edge	of	cc	at	jj	nn1	io
18	and	the	left	side	of	cc	at	jj	nn1	io
5	and	the	legislative	history	of	cc	at	jj	nn1	io
5	and	the	limited	ability	to	cc	at	jj	nn1	to
10	and	the	limited	number	of	cc	at	jj	nn1	io
6	and	the	lingering	effects	of	cc	at	jj	nn2	io
8	and	the	little	bit	of	cc	at	jj	nn1	io
8	and	the	local	chapter	of	cc	at	jj	nn1	io
6	and	the	local	community	college	cc	at	jj	nn1	nn1
5	and	the	local	community	in	cc	at	jj	nn1	ii
5	and	the	local	health	department	cc	at	jj	nn1	nn1
5	and	the	local	school	board	cc	at	jj	nn1	nn1
6	and	the	local	school	district	cc	at	jj	nn1	nn1
6	and	the	long	history	of	cc	at	jj	nn1	io
5	and	the	long	line	of	cc	at	jj	nn1	io
7	and	the	long-term	effects	of	cc	at	jj	nn2	io
5	and	the	long-term	health	of	cc	at	jj	nn1	io
11	and	the	low	level	of	cc	at	jj	nn1	io
8	and	the	NAACP	Legal	Defense	cc	at	nn1	jj	nn1
11	And	then	a	little	bit	cc	rt	at1	jj	nn1
6	and	then	a	little	bit	cc	rt	at1	jj	nn1
20	and	those	with	low	vision	cc	dd2	iw	jj	nn1
12	and	to	a	large	degree	cc	ii	at1	jj	nn1
33	and	to	a	large	extent	cc	ii	at1	jj	nn1
5	And	to	a	large	extent	cc	ii	at1	jj	nn1
52	and	to	a	lesser	degree	cc	ii	at1	jj	nn1
196	and	to	a	lesser	extent	cc	ii	at1	jj	nn1
7	and	to	a	limited	extent	cc	ii	at1	jj	nn1
18	and	took	a	long	drink	cc	vvd	at1	jj	nn1
9	and	took	a	long	look	cc	vvd	at1	jj	nn1
11	and	took	a	long	pull	cc	vvd	at1	jj	nn1
8	and	took	a	long	sip	cc	vvd	at1	jj	nn1
14	and	took	a	long	swallow	cc	vvd	at1	jj	nn1
14	and	took	a	long	swig	cc	vvd	at1	jj	nn1
5	and	transfer	to	large	bowl	cc	vv0	ii	jj	nn1
5	and	waited	a	long	time	cc	vvd	at1	jj	nnt1
11	and	watercolor	on	laid	paper	cc	nn1	ii	jj	nn1
5	and	with	a	little	bit	cc	iw	at1	jj	nn1
6	and	with	his	left	hand	cc	iw	appge	jj	nn1
5	another	for	a	long	moment	ppx122	if	at1	jj	nn1
20	another	in	a	long	line	dd1	ii	at1	jj	nn1
12	another	in	a	long	series	dd1	ii	at1	jj	nn
5	another	in	a	long	string	dd1	ii	at1	jj	nn1
5	any	large	group	of	people	dd	jj	nn1	io	nn
7	any	listening	devices	in	the	dd	jj	nn2	ii	at
6	any	other	country	in	Latin	dd	jj	nn1	ii	jj
6	any	other	Latin	American	country	dd	jj	jj	jj	nn1
6	any	other	likely	cause	for	dd	jj	jj	nn1	if
5	anybody	in	a	long	time	pn1	ii	at1	jj	nnt1
25	anything	for	a	long	time	pn1	if	at1	jj	nnt1
6	anything	in	a	long	time	pn1	ii	at1	jj	nnt1
81	are	a	large	number	of	vbr	at1	jj	nn1	io
18	are	a	large	part	of	vbr	at1	jj	nn1	io
13	are	a	leading	cause	of	vbr	at1	jj	nn1	io
33	are	a	limited	number	of	vbr	at1	jj	nn1	io
7	are	a	little	bit	of	vbr	at1	jj	nn1	io
5	are	a	little	bit	out	vbr	at1	jj	nn1	ii21
63	are	a	long	way	from	vbr	at1	jj	nn1	ii
12	are	a	long	way	off	vbr	at1	jj	nn1	rp
8	are	a	very	large	number	vbr	at1	rg	jj	nn1
6	are	among	the	lucky	ones	vbr	ii	at	jj	nn2
6	are	at	a	low	point	vbr	ii	at1	jj	nn1
8	are	at	the	low	end	vbr	ii	at	jj	nn1
7	are	fighting	a	losing	battle	vbr	vvg	at1	jj	nn1
7	are	having	a	little	bit	vbr	vhg	at1	jj	nn1
5	are	in	the	long	run	vbr	ii	at	jj	nn1
5	are	like	oil	and	water	vbr	jj	nn1	cc	nn1
5	are	little	girls	made	of	vbr	jj	nn2	vvn	io
6	are	living	paycheck	to	paycheck	vbr	jj	nn1	to	vvi
6	are	looking	at	live	pictures	vbr	vvg	ii	jj	nn2
6	are	of	little	interest	to	vbr	io	jj	nn1	ii
6	are	of	little	use	to	vbr	io	jj	nn1	ii
9	are	on	the	leading	edge	vbr	ii	at	jj	nn1
6	are	on	the	left	side	vbr	ii	at	jj	nn1
5	are	on	the	losing	end	vbr	ii	at	jj	nn1
6	are	on	the	low	end	vbr	ii	at	jj	nn1
6	are	on	the	low	side	vbr	ii	at	jj	nn1
7	are	only	a	limited	number	vbr	rr	at1	jj	nn1
21	are	still	a	long	way	vbr	rr	at1	jj	nn1
37	are	the	leading	cause	of	vbr	at	jj	nn1	io
6	are	the	next	logical	step	vbr	at	md	jj	nn1
17	are	to	a	large	extent	vbr	ii	at1	jj	nn1
7	are	under	no	legal	obligation	vbr	ii	at	jj	nn1
13	area	for	a	long	time	nn1	if	at1	jj	nnt1
7	areas	with	large	numbers	of	nn2	iw	jj	nn2	io
5	around	a	little	bit	and	rp	at1	jj	nn1	cc
13	around	a	long	time	and	ii	at1	jj	nnt1	cc
15	around	for	a	little	while	rp	if	at1	jj	nnt1
193	around	for	a	long	time	rp	if	at1	jj	nnt1
5	around	like	a	little	puppy	rp	ii	at1	jj	nn1
7	arthroscopic	surgery	on	his	left	jj	nn1	ii	appge	jj
14	Article	copyright	The	Lesbian	Review	nn1	nn1	at	jj	nn1
6	article	in	our	local	paper	nn1	ii	appge	jj	nn1
5	article	in	the	local	paper	nn1	ii	at	jj	nn1
5	as	a	large	number	of	ii33	at1	jj	nn1	io
11	as	a	last-ditch	effort	to	ii	at1	jj	nn1	to
5	as	a	leading	cause	of	ii	at1	jj	nn1	io
7	as	a	legitimate	form	of	ii	at1	jj	nn1	io
8	as	a	legitimate	means	of	ii	at1	jj	nn	io
10	as	a	legitimate	part	of	ii	at1	jj	nn1	io
5	as	a	light	rain	began	ii	at1	jj	nn1	vvd
10	as	a	little	bit	of	ii	at1	jj	nn1	io
7	as	a	little	girl	and	ii	at1	jj	nn1	cc
5	as	a	little	girl	in	ii	at1	jj	nn1	ii
7	as	a	little	girl	she	ii	at1	jj	nn1	pphs1
7	as	a	logical	extension	of	ii	at1	jj	nn1	io
5	as	some	little	woman	standing	csa	dd	jj	nn1	vvg
5	as	state	and	local	governments	csa	nn1	cc	jj	nn2
21	as	the	leading	cause	of	ii	at	jj	nn1	io
11	as	the	leading	edge	of	ii	at	jj	nn1	io
9	as	the	legitimate	government	of	ii	at	jj	nn1	io
5	as	the	sole	legal	government	ii	at	jj	jj	nn1
8	as	the	sole	legitimate	representative	ii	at	jj	jj	nn1
5	as	you	extend	left	leg	csa	ppy	vv0	jj	nn1
5	Asian	and	Latin	American	countries	jj	cc	jj	jj	nn2
8	ask	a	little	bit	about	vvi	at1	jj	nn1	ii
5	ask	a	loving	God	to	vv0	at1	jj	nn1	to
47	ask	you	a	little	bit	vvi	ppy	at1	jj	nn1
17	asked	in	a	low	voice	vvd	ii	at1	jj	nn1
7	asleep	for	a	long	time	jj	if	at1	jj	nnt1
13	associated	with	low	levels	of	vvn	iw	jj	nn2	io
10	at	a	large	midwestern	university	ii	at1	jj	jj	nn1
10	at	a	large	number	of	ii	at1	jj	nn1	io
9	at	a	large	public	university	ii	at1	jj	jj	nn1
5	at	a	large	research	university	ii	at1	jj	nn1	nn1
5	at	a	large	round	table	ii	at1	jj	jj	nn1
8	at	a	large	southeastern	university	ii	at1	jj	jj	nn1
10	at	a	large	southwestern	university	ii	at1	jj	jj	nn1
7	at	a	large	state	university	ii	at1	jj	nn1	nn1
5	at	a	large	university	in	ii	at1	jj	nn1	ii
7	at	a	liberal	arts	college	ii	at1	jj	nn2	nn1
6	at	a	limited	number	of	ii	at1	jj	nn1	io
10	at	a	little	bit	of	ii	at1	jj	nn1	io
7	at	a	little	distance	from	ii	at1	jj	nn1	ii
23	at	a	live	picture	of	ii	at1	jj	nn1	io
6	at	a	live	picture	right	ii	at1	jj	nn1	rr
5	at	a	live	shot	of	ii	at1	jj	nn1	io
5	at	a	local	coffee	shop	ii	at1	jj	nn1	nn1
5	at	a	local	college	and	ii	at1	jj	nn1	cc
7	at	a	local	community	center	ii	at1	jj	nn1	nn1
24	at	a	local	community	college	ii	at1	jj	nn1	nn1
10	at	a	local	country	club	ii	at1	jj	nn1	nn1
6	at	a	local	department	store	ii	at1	jj	nn1	nn1
11	at	a	local	elementary	school	ii	at1	jj	jj	nn1
6	at	a	local	flea	market	ii	at1	jj	nn1	nn1
8	at	a	local	grocery	store	ii	at1	jj	nn1	nn1
9	at	a	local	hardware	store	ii	at1	jj	nn1	nn1
30	at	a	local	high	school	ii	at1	jj	jj	nn1
9	at	a	local	hospital	and	ii	at1	jj	nn1	cc
6	at	a	local	junior	college	ii	at1	jj	jj	nn1
5	at	a	local	radio	station	ii	at1	jj	nn1	nn1
5	at	a	local	shopping	center	ii	at1	jj	nn1	nn1
9	at	a	long	table	in	ii	at1	jj	nn1	ii
9	at	a	long	wooden	table	ii	at1	jj	jj	nn1
5	at	a	low	interest	rate	ii	at1	jj	nn1	nn1
11	at	a	low	level	of	ii	at1	jj	nn1	io
12	at	a	low	point	in	ii	at1	jj	nn1	ii
19	at	a	more	leisurely	pace	ii	at1	rgr	jj	nn1
12	at	a	relatively	low	cost	ii	at1	rr	jj	nn1
7	at	a	relatively	low	level	ii	at1	rr	jj	nn1
7	at	a	relatively	low	price	ii	at1	rr	jj	nn1
8	at	a	relatively	low	rate	ii	at1	rr	jj	nn1
13	at	a	small	liberal	arts	ii	at1	jj	jj	nn2
10	at	a	very	low	cost	ii	at1	rg	jj	nn1
5	at	a	very	low	ebb	ii	at1	rg	jj	nn1
21	at	a	very	low	level	ii	at1	rg	jj	nn1
5	at	a	very	low	point	ii	at1	rg	jj	nn1
5	at	for	a	long	time	ii	if	at1	jj	nnt1
8	at	her	a	long	beat	ii	ppho1	at1	jj	nn1
5	at	her	a	long	moment	ii	ppho1	at1	jj	nn1
8	at	her	a	long	time	ii	ppho1	at1	jj	nnt1
8	at	him	a	long	beat	ii	ppho1	at1	jj	nn1
6	at	him	a	long	moment	ii	ppho1	at1	jj	nn1
13	at	it	a	long	time	ii	pph1	at1	jj	nnt1
5	at	least	a	large	part	rr21	rr22	at1	jj	nn1
45	at	least	a	little	bit	rr21	rr22	at1	jj	nn1
5	at	least	a	little	help	rr21	rr22	at1	jj	nn1
6	at	least	a	little	while	rr21	rr22	at1	jj	nnt1
8	at	live	pictures	of	the	ii	jj	nn2	io	at
11	at	live	pictures	right	now	ii	jj	nn2	rr	rt
8	at	local	and	national	levels	ii	jj	cc	jj	nn2
5	at	local	and	regional	levels	ii	jj	cc	jj	nn2
5	at	local	and	regional	scales	ii	jj	cc	jj	nn2
5	at	local	hospitals	in	the	ii	jj	nn2	ii	at
5	at	low	risk	for	heart	ii	jj	nn1	if	nn1
50	at	low	speed	just	until	ii	jj	nn1	rr	cs
36	at	low	speed	until	blended	ii	jj	nn1	cs	vvn
6	at	low	speed	until	smooth	ii	jj	nn1	cs	jj
10	at	low	speed	until	well	ii	jj	nn1	cs	rr
14	at	low	speed	with	an	ii	jj	nn1	iw	at1
5	at	lower	left	Pastel	on	ii	jjr	jj	nn1	ii
16	at	me	a	long	time	ii	ppio1	at1	jj	nnt1
13	at	medium	speed	until	light	ii	jj	nn1	cs	jj
9	at	state	and	local	levels	ii	nn1	cc	jj	nn2
5	at	such	a	late	hour	ii	da	at1	jj	nnt1
11	at	such	a	low	level	ii	da	at1	jj	nn1
5	at	such	a	low	price	ii	da	at1	jj	nn1
6	at	the	large	end	of	ii	at	jj	nn1	io
10	at	the	large	number	of	ii	at	jj	nn1	io
45	at	the	leading	edge	of	ii	at	jj	nn1	io
6	at	the	left	end	of	ii	at	jj	nn1	io
12	at	the	left	side	of	ii	at	jj	nn1	io
11	at	the	Little	Big	Horn	ii	at	jj	jj	nn1
6	at	the	local	animal	shelter	ii	at	jj	nn1	nn1
6	at	the	local	branch	of	ii	at	jj	nn1	io
5	at	the	local	comedy	club	ii	at	jj	nn1	nn1
17	at	the	local	community	college	ii	at	jj	nn1	nn1
6	at	the	local	country	club	ii	at	jj	nn1	nn1
5	at	the	local	elementary	school	ii	at	jj	jj	nn1
8	at	the	local	gas	station	ii	at	jj	nn1	nn1
6	at	the	local	grocery	store	ii	at	jj	nn1	nn1
7	at	the	local	hardware	store	ii	at	jj	nn1	nn1
40	at	the	local	high	school	ii	at	jj	jj	nn1
37	at	the	local	level	and	ii	at	jj	nn1	cc
5	at	the	local	level	but	ii	at	jj	nn1	ccb
6	at	the	local	level	by	ii	at	jj	nn1	ii
8	at	the	local	level	for	ii	at	jj	nn1	if
15	at	the	local	level	in	ii	at	jj	nn1	ii
5	at	the	local	level	is	ii	at	jj	nn1	vbz
11	at	the	local	level	that	ii	at	jj	nn1	cst
5	at	the	local	level	through	ii	at	jj	nn1	ii
10	at	the	local	level	to	ii	at	jj	nn1	to
5	at	the	local	level	with	ii	at	jj	nn1	iw
5	at	the	local	library	and	ii	at	jj	nn1	cc
6	at	the	local	middle	school	ii	at	jj	jj	nn1
5	at	the	local	police	station	ii	at	jj	nn2	nn1
5	at	the	local	post	office	ii	at	jj	nn1	nn1
5	at	the	local	public	school	ii	at	jj	jj	nn1
5	at	the	local	senior	center	ii	at	jj	jj	nn1
6	at	the	local	video	store	ii	at	jj	nn1	nn1
8	at	the	long	line	of	ii	at	jj	nn1	io
8	at	the	long	table	in	ii	at	jj	nn1	ii
8	at	the	low	end	and	ii	at	jj	nn1	cc
94	at	the	low	end	of	ii	at	jj	nn1	io
15	At	the	low	end	of	ii	at	jj	nn1	io
6	at	the	Lutheran	School	of	ii	at	jj	nn1	io
24	at	the	Stanford	Linear	Accelerator	ii	at	np1	jj	nn1
6	at	the	upper	left	corner	ii	at	jj	jj	nn1
5	at	the	Very	Large	Array	ii	at	rg	jj	nn1
11	at	this	a	long	time	ii	dd1	at1	jj	nnt1
5	at	this	late	date	in	ii	dd1	jj	nn1	ii
10	at	this	late	stage	of	ii	dd1	jj	nn1	io
7	at	your	local	grocery	store	ii	appge	jj	nn1	nn1
9	at	your	local	hardware	store	ii	appge	jj	nn1	nn1
7	at	your	local	library	or	ii	appge	jj	nn1	cc
6	attempted	lewd	act	on	a	jj	jj	nn1	ii	at1
6	attempted	lewd	act	upon	a	jj	jj	nn1	ii	at1
5	attention	to	the	little	things	nn1	ii	at	jj	nn2
6	attracted	a	large	number	of	vvn	at1	jj	nn1	io
5	attractive	woman	in	her	late	jj	nn1	ii	appge	jj
5	attributable	in	large	part	to	jj	ii	jj	nn1	ii
9	attributed	in	large	part	to	vvn	ii	jj	nn1	ii
5	autonomous	motives	in	a	leisure-time	jj	nn2	ii	at1	jj
5	available	for	a	limited	time	jj	if	at1	jj	nnt1
6	available	on	a	limited	basis	jj	ii	at1	jj	nn1
22	awake	for	a	long	time	jj	if	at1	jj	nnt1
11	away	a	long	time	ago	rl	at1	jj	nnt1	ra
6	away	for	a	little	bit	rl	if	at1	jj	nn1
8	away	for	a	little	while	rl	if	at1	jj	nnt1
39	away	for	a	long	time	rl	if	at1	jj	nnt1
23	back	a	little	bit	and	rp	at1	jj	nn1	cc
5	back	a	little	bit	from	rp	at1	jj	nn1	ii
7	back	a	little	bit	in	rp	at1	jj	nn1	ii
6	back	a	little	bit	of	rp	at1	jj	nn1	io
12	back	a	little	bit	on	rp	at1	jj	nn1	ii
7	back	a	little	bit	to	rp	at1	jj	nn1	ii
18	back	after	your	local	news	rp	ii	appge	jj	nn1
14	back	for	a	long	time	rp	if	at1	jj	nnt1
7	back	in	a	little	bit	rp	ii	at1	jj	nn1
23	back	in	a	little	while	rp	ii	at1	jj	nnt1
10	back	just	a	little	bit	rp	rr	at1	jj	nn1
6	back	of	a	large	spoon	nn1	io	at1	jj	nn1
7	back	of	her	left	hand	nn1	io	appge	jj	nn1
14	back	of	his	left	hand	nn1	io	appge	jj	nn1
5	back	of	the	left	hand	nn1	io	at	jj	nn1
8	back	of	your	left	hand	nn1	io	appge	jj	nn1
11	back	off	a	little	bit	vvi	rp	at1	jj	nn1
13	back	up	a	little	bit	vvi	rp	at1	jj	nn1
5	back	with	a	little	bit	rp	iw	at1	jj	nn1
6	backed	off	a	little	bit	vvn	ii	at1	jj	nn1
26	bacon	in	a	large	skillet	nn1	ii	at1	jj	nn1
8	bad	for	a	long	time	jj	if	at1	jj	nnt1
6	Band	Aid	and	Live	Aid	nn1	nn1	cc	jj	nn1
6	based	in	large	measure	on	vvn	ii	jj	nn1	ii
32	based	in	large	part	on	vvn	ii	jj	nn1	ii
5	based	on	a	limited	number	vvn	ii	at1	jj	nn1
9	based	to	a	large	extent	vvn	ii	at1	jj	nn1
5	be	a	good	little	girl	vbi	at1	jj	jj	nn1
11	be	a	large	number	of	vbi	at1	jj	nn1	io
10	be	a	large	part	of	vbi	at1	jj	nn1	io
7	be	a	leading	cause	of	vbi	at1	jj	nn1	io
7	be	a	legal	resident	of	vbi	at1	jj	nn1	io
13	be	a	limited	number	of	vbi	at1	jj	nn1	io
91	be	a	little	bit	of	vbi	at1	jj	nn1	io
6	be	a	little	tough	on	vbi	at1	jj	nn1	ii
6	be	a	living	example	of	vbi	at1	jj	nn1	io
8	be	a	long	day	for	vbi	at1	jj	nnt1	if
6	be	a	long	day	of	vbi	at1	jj	nnt1	io
5	be	a	long	line	of	vbi	at1	jj	nn1	io
5	be	a	long	night	for	vbi	at1	jj	nnt1	if
10	be	a	long	period	of	vbi	at1	jj	nn1	io
6	be	a	long	series	of	vbi	at1	jj	nn	io
94	be	a	long	time	before	vbi	at1	jj	nnt1	cs
50	be	a	long	time	before	vbi	at1	jj	nnt1	ii
17	be	a	long	time	coming	vbi	at1	jj	nnt1	vvg
7	be	a	long	time	in	vbi	at1	jj	nnt1	ii
5	be	a	long	time	till	vbi	at1	jj	nnt1	cs
9	be	a	long	time	until	vbi	at1	jj	nnt1	cs
12	be	a	long	way	from	vbi	at1	jj	nn1	ii
10	be	a	long	way	off	vbi	at1	jj	nn1	rp
9	be	a	long	while	before	vbi	at1	jj	nnt1	cs
5	be	a	very	large	tsunami	vbi	at1	rg	jj	nn2
9	be	a	very	long	night	vbi	at1	rg	jj	nnt1
5	be	a	very	long	process	vbi	at1	rg	jj	nn1
25	be	a	very	long	time	vbi	at1	rg	jj	nnt1
21	be	around	a	long	time	vbi	ii	at1	jj	nnt1
6	be	at	the	low	end	vbi	ii	at	jj	nn1
7	be	attributed	in	large	part	vbi	vvn	ii	jj	nn1
6	be	executed	by	lethal	injection	vbi	vvn	ii	jj	nn1
5	be	fighting	a	losing	battle	vbi	vvg	at1	jj	nn1
7	be	for	a	little	while	vbi	if	at1	jj	nnt1
15	be	for	a	long	time	vbi	if	at1	jj	nnt1
6	be	having	a	little	trouble	vbi	vhg	at1	jj	nn1
20	be	here	a	long	time	vbi	rl	at1	jj	nnt1
7	be	in	a	little	bit	vbi	ii	at1	jj	nn1
13	be	in	the	long	run	vbi	ii	at	jj	nn1
7	be	joining	your	local	stations	vbi	vvg	appge	jj	nn2
5	be	little	doubt	about	the	vbi	jj	nn1	ii	at
6	be	of	little	help	in	vbi	io	jj	nn1	ii
7	be	of	little	use	to	vbi	io	jj	nn1	ii
6	be	on	the	leading	edge	vbi	ii	at	jj	nn1
6	be	on	the	losing	side	vbi	ii	at	jj	nn1
5	be	subject	to	legal	challenge	vbi	ii21	ii22	jj	nn1
12	be	there	a	long	time	vbi	rl	at1	jj	nnt1
8	be	waiting	a	long	time	vbi	vvg	at1	jj	nnt1
5	be	your	lawful	wedded	wife	vbi	appge	jj	jj	nn1
8	bear	little	relation	to	the	vv0	jj	nn1	ii	at
5	bear	little	relationship	to	the	vv0	jj	nn1	ii	at
13	bear	little	resemblance	to	the	vv0	jj	nn1	ii	at
5	bear	little	resemblance	to	those	vv0	jj	nn1	ii	dd2
22	Beat	at	low	speed	just	vv0	ii	jj	nn1	rr
13	Beat	at	low	speed	until	vv0	ii	jj	nn1	cs
5	beat	at	low	speed	until	vv0	ii	jj	nn1	cs
6	beat	the	living	shit	out	vvi	at	jj	nn1	ii21
23	beating	at	low	speed	just	vvg	ii	jj	nn1	rr
24	beating	at	low	speed	until	vvg	ii	jj	nn1	cs
5	beautiful	woman	in	her	late	jj	nn1	ii	appge	jj
10	because	a	large	number	of	cs	at1	jj	nn1	io
7	because	a	large	percentage	of	cs	at1	jj	nn1	io
5	because	a	large	portion	of	cs	at1	jj	nn1	io
16	because	for	a	long	time	cs	if	at1	jj	nnt1
16	because	in	the	long	run	cs	ii	at	jj	nn1
6	because	of	its	large	size	ii21	ii22	appge	jj	nn1
7	because	of	its	low	cost	ii21	ii22	appge	jj	nn1
14	because	of	the	large	amount	ii21	ii22	at	jj	nn1
5	because	of	the	large	amounts	ii21	ii22	at	jj	nn2
40	because	of	the	large	number	ii21	ii22	at	jj	nn1
16	Because	of	the	large	number	ii21	ii22	at	jj	nn1
11	because	of	the	large	numbers	ii21	ii22	at	jj	nn2
5	Because	of	the	large	numbers	ii21	ii22	at	jj	nn2
8	Because	of	the	large	volume	ii21	ii22	at	jj	nn1
9	because	of	the	limited	number	ii21	ii22	at	jj	nn1
6	Because	of	the	limited	number	ii21	ii22	at	jj	nn1
6	Because	of	the	low	number	ii21	ii22	at	jj	nn1
7	because	of	their	large	size	ii21	ii22	appge	jj	nn1
5	become	a	licensed	practical	nurse	vvi	at1	jj	jj	nn1
13	become	the	leading	cause	of	vvn	at	jj	nn1	io
8	bed	for	a	long	time	nn1	if	at1	jj	nnt1
6	beef	in	a	large	skillet	nn1	ii	at1	jj	nn1
5	been	a	large	increase	in	vbn	at1	jj	nn1	ii
5	been	a	large	part	of	vbn	at1	jj	nn1	io
39	been	a	little	bit	of	vbn	at1	jj	nn1	io
10	been	a	long	day	and	vbn	at1	jj	nnt1	cc
12	been	a	long	day	for	vbn	at1	jj	nnt1	if
5	been	a	long	day	of	vbn	at1	jj	nnt1	io
11	been	a	long	history	of	vbn	at1	jj	nn1	io
6	been	a	long	journey	for	vbn	at1	jj	nn1	if
8	been	a	long	road	for	vbn	at1	jj	nn1	if
19	been	a	long	time	ago	vbn	at1	jj	nnt1	ra
95	been	a	long	time	coming	vbn	at1	jj	nnt1	vvg
6	been	a	long	time	for	vbn	at1	jj	nnt1	if
26	been	a	long	time	in	vbn	at1	jj	nnt1	ii
334	been	a	long	time	since	vbn	at1	jj	nnt1	cs
10	Been	a	long	time	since	vbn	at1	jj	nnt1	cs
5	been	a	long	tradition	of	vbn	at1	jj	nn1	io
10	been	a	long	while	since	vbn	at1	jj	nnt1	cs
7	been	a	longtime	supporter	of	vbn	at1	jj	nn1	io
9	been	a	very	long	day	vbn	at1	rg	jj	nnt1
29	been	a	very	long	time	vbn	at1	rg	jj	nnt1
110	been	around	a	long	time	vbn	ii	at1	jj	nnt1
6	been	away	a	long	time	vbn	rl	at1	jj	nnt1
20	been	dead	a	long	time	vbn	rg	at1	jj	nnt1
14	been	done	a	long	time	vbn	vdn	at1	jj	nnt1
72	been	for	a	long	time	vbn	if	at1	jj	nnt1
