7	a	bagel	with	cream	cheese	at1	nn1	iw	jj	nn1
6	are	a	critical	component	of	vbr	at1	jj	nn1	io
14	are	a	critical	part	of	vbr	at1	jj	nn1	io
7	are	a	crucial	component	of	vbr	at1	jj	nn1	io
10	are	a	crucial	part	of	vbr	at1	jj	nn1	io
6	are	at	a	critical	juncture	vbr	ii	at1	jj	nn1
7	are	certain	parts	of	the	vbr	jj	nn2	io	at
7	are	certain	people	who	are	vbr	jj	nn	pnqs	vbr
6	are	certain	things	I	do	vbr	jj	nn2	ppis1	vd0
14	are	certain	things	that	are	vbr	jj	nn2	cst	vbr
8	are	certain	things	that	I	vbr	jj	nn2	cst	ppis1
5	are	certain	things	that	they	vbr	jj	nn2	cst	pphs2
10	are	certain	things	that	we	vbr	jj	nn2	cst	ppis2
13	are	certain	things	that	you	vbr	jj	nn2	cst	ppy
5	are	certain	things	they	can	vbr	jj	nn2	pphs2	vm
9	are	certain	things	you	can	vbr	jj	nn2	ppy	vm
6	are	certain	things	you	do	vbr	jj	nn2	ppy	vd0
6	are	certain	things	you	have	vbr	jj	nn2	ppy	vh0
9	are	conflicting	reports	about	whether	vbr	jj	nn2	ii	csw
5	are	conflicting	reports	as	to	vbr	jj	nn2	ii21	ii22
6	are	consistent	with	other	research	vbr	jj	iw	jj	nn1
10	are	consistent	with	other	studies	vbr	jj	iw	jj	nn2
6	are	consistent	with	past	research	vbr	jj	iw	jj	nn1
9	are	consistent	with	previous	findings	vbr	jj	iw	jj	nn2
27	are	consistent	with	previous	research	vbr	jj	iw	jj	nn1
15	are	consistent	with	previous	studies	vbr	jj	iw	jj	nn2
6	are	consistent	with	prior	research	vbr	jj	iw	jj	nn1
5	are	constitutional	problems	with	the	vbr	jj	nn2	iw	at
6	are	critical	for	future	community	vbr	jj	if	jj	nn1
6	are	estimating	a	common	population	vbr	vvg	at1	jj	nn1
13	are	in	a	constant	state	vbr	ii	at1	jj	nn1
6	are	in	close	contact	with	vbr	ii	jj	nn1	iw
5	are	in	close	proximity	to	vbr	ii	jj	nn1	ii
12	are	in	constant	contact	with	vbr	ii	jj	nn1	iw
21	are	keeping	a	close	eye	vbr	vvg	at1	jj	nn1
6	are	keeping	a	close	watch	vbr	vvg	at1	jj	nn1
6	are	keeping	close	tabs	on	vbr	vvg	jj	nn2	ii
6	are	no	current	plans	for	vbr	at	jj	nn2	if
7	are	of	a	certain	age	vbr	io	at1	jj	nn1
5	are	of	central	importance	to	vbr	io	jj	nn1	ii
14	are	paying	close	attention	to	vbr	vvg	jj	nn1	ii
5	are	playing	a	critical	role	vbr	vvg	at1	jj	nn1
5	are	superior	to	conventional	slip	vbr	jj	ii	jj	nn1
8	are	taking	a	close	look	vbr	vvg	at1	jj	nn1
5	are	the	central	focus	of	vbr	at	jj	nn1	io
10	are	the	closing	dates	for	vbr	at	jj	nn2	if
12	are	the	most	common	cause	vbr	at	rgt	jj	nn1
8	are	the	most	common	causes	vbr	at	rgt	jj	nn2
7	are	the	most	common	form	vbr	at	rgt	jj	nn1
6	are	the	most	common	methods	vbr	at	rgt	jj	nn2
11	are	the	most	common	type	vbr	at	rgt	jj	nn1
5	Are	there	certain	things	that	vbr	rl	jj	nn2	cst
5	are	to	a	certain	extent	vbr	ii	at1	jj	nn1
5	are	two	confirmed	deaths	from	vbr	mc	jj	nn2	ii
5	armchairs	invite	casual	conversation	near	nn2	vv0	jj	nn1	ii
5	around	the	south	celestial	pole	ii	at	nd1	jj	nn1
18	article	contains	a	complex	diagram	nn1	vvz	at1	jj	nn1
5	article	in	the	current	edition	nn1	ii	at	jj	nn1
5	article	in	the	current	issue	nn1	ii	at	jj	nn1
8	as	a	causal	factor	in	ii	at1	jj	nn1	ii
12	as	a	cautionary	tale	for	ii	at1	jj	nn1	if
5	as	a	cautionary	tale	to	ii	at1	jj	nn1	ii
6	as	a	central	aspect	of	ii	at1	jj	nn1	io
7	as	a	central	component	of	ii	at1	jj	nn1	io
6	as	a	central	element	of	ii	at1	jj	nn1	io
5	as	a	central	feature	of	ii	at1	jj	nn1	io
13	as	a	central	figure	in	ii	at1	jj	nn1	ii
14	as	a	central	part	of	ii	at1	jj	nn1	io
8	as	a	certain	kind	of	ii	at1	jj	nn1	io
7	as	a	certified	public	accountant	ii	at1	jj	jj	nn1
6	as	a	civil	rights	activist	ii	at1	jj	nn2	nn1
11	as	a	civil	rights	issue	ii	at1	jj	nn2	vv0
5	as	a	civil	rights	lawyer	ii	at1	jj	nn2	nn1
8	as	a	civil	rights	leader	ii	at1	jj	nn2	nn1
8	as	a	classic	case	of	ii	at1	jj	nn1	io
15	as	a	classic	example	of	ii	at1	jj	nn1	io
5	as	a	clear	sign	that	ii	at1	jj	nn1	cst
5	as	a	clinical	nutritionist	for	ii	at1	jj	nn1	if
6	as	a	close	friend	of	ii	at1	jj	nn1	io
5	as	a	co-equal	branch	of	ii	at1	jj	nn1	io
12	as	a	complete	surprise	to	ii	at1	jj	nn1	ii
5	as	a	complex	adaptive	system	ii	at1	jj	jj	nn1
15	as	a	constant	reminder	of	ii	at1	jj	nn1	io
10	as	a	constant	reminder	that	ii	at1	jj	nn1	cst
5	as	a	constitutive	element	of	ii	at1	jj	nn1	io
6	as	a	contributing	editor	for	ii	at1	jj	nn1	if
13	as	a	contributing	factor	in	ii	at1	jj	nn1	ii
11	as	a	contributing	factor	to	ii	at1	jj	nn1	ii
6	as	a	cost-effective	alternative	to	ii	at1	jj	nn1	ii
8	as	a	criminal	defense	attorney	ii	at1	jj	nn1	nn1
6	as	a	criminal	defense	lawyer	ii	at1	jj	nn1	nn1
5	as	a	critical	component	in	ii	at1	jj	nn1	ii
15	as	a	critical	component	of	ii	at1	jj	nn1	io
6	as	a	critical	element	in	ii	at1	jj	nn1	ii
6	as	a	critical	factor	in	ii	at1	jj	nn1	ii
8	as	a	critical	part	of	ii	at1	jj	nn1	io
5	as	a	crucial	component	of	ii	at1	jj	nn1	io
5	as	a	self-regulating	cybernetic	system	ii	at1	jj	jj	nn1
37	as	chairman	and	chief	executive	csa	nn1	cc	jj	nn1
7	as	chairman	and	chief	executive	ii	nn1	cc	jj	nn1
5	as	chief	correspondent	Chris	Wallace	csa	jj	nn1	np1	np1
6	as	chief	counsel	for	the	csa	jj	nn1	if	at
8	as	chief	executive	of	the	rg	jj	nn1	io	at
5	as	chief	executive	of	the	csa	jj	nn1	io	at
12	as	chief	executive	officer	of	csa	jj	nn1	nn1	io
6	as	chief	executive	officer	of	rg	jj	nn1	nn1	io
5	as	chief	financial	officer	and	csa	jj	jj	nn1	cc
10	as	chief	financial	officer	of	csa	jj	jj	nn1	io
5	as	chief	judge	of	the	csa	jj	nn1	io	at
12	as	chief	justice	of	the	csa	jj	nn1	io	at
5	as	chief	operating	officer	and	csa	jj	nn1	nn1	cc
6	as	chief	operating	officer	of	csa	jj	nn1	nn1	io
10	as	cruel	and	unusual	punishment	csa	jj	cc	jj	nn1
9	as	director	of	Central	Intelligence	csa	nn1	io	jj	nn1
5	as	director	of	central	intelligence	csa	nn1	io	jj	nn1
7	as	measured	by	contemporary	community	csa	vvn	ii	jj	nn1
31	as	president	and	chief	executive	csa	nn1	cc	jj	nn1
5	as	president	and	chief	executive	ii	nn1	cc	jj	nn1
26	as	president	and	chief	operating	csa	nn1	cc	jj	nn1
5	as	the	central	character	in	ii	at	jj	nn1	ii
11	as	the	central	figure	in	ii	at	jj	nn1	ii
10	as	the	central	focus	of	ii	at	jj	nn1	io
11	as	the	chief	executive	of	ii	at	jj	nn1	io
7	as	the	chief	executive	officer	ii	at	jj	nn1	nn1
6	as	the	chief	source	of	ii	at	jj	nn1	io
10	as	the	civil	rights	movement	csa	at	jj	nn2	nn1
7	as	the	civil	rights	movement	ii	at	jj	nn2	nn1
5	as	the	crowning	achievement	of	ii	at	jj	nn1	io
5	as	vice	president	and	chief	csa	jj	nn1	cc	jj
6	aside	a	certain	amount	of	rl	at1	jj	nn1	io
7	aspect	of	the	current	study	nn1	io	at	jj	nn1
9	aspects	of	pedagogical	content	knowledge	nn2	io	jj	jj	nn1
6	assess	the	current	state	of	vvi	at	jj	nn1	io
5	Assessment	of	Learner	Centered	Practices	nn1	io	nn1	jj	nn2
5	assessment	of	the	current	state	nn1	io	at	jj	nn1
39	assistant	attorney	general	for	civil	jj	nn1	jj	if	jj
22	assistant	clinical	professor	of	dermatology	jj	jj	nn1	io	nn1
17	assistant	clinical	professor	of	medicine	jj	jj	nn1	io	nn1
5	assistant	clinical	professor	of	obstetrics	jj	jj	nn1	io	nn1
18	assistant	clinical	professor	of	psychiatry	jj	jj	nn1	io	nn1
5	assistant	clinical	professor	of	psychology	jj	jj	nn1	io	nn1
11	associate	clinical	professor	of	dermatology	jj	jj	nn1	io	nn1
11	associate	clinical	professor	of	dermatology	vv0	jj	nn1	io	nn1
5	associate	clinical	professor	of	medicine	jj	jj	nn1	io	nn1
5	associate	director	and	chief	curator	jj	nn1	cc	jj	nn1
11	associate	professor	of	Christian	ethics	jj	nn1	io	jj	nn
7	associate	professor	of	clinical	medicine	jj	nn1	io	jj	nn1
5	associated	with	current	OC	use	vvn	iw	jj	nn1	nn1
5	associated	with	each	contributing	factor	vvn	iw	dd1	jj	nn1
6	associated	with	the	current	study	vvn	iw	at	jj	nn1
10	Association	of	Criminal	Defense	Lawyers	nn1	io	jj	nn1	nn2
6	at	a	Catholic	boarding	school	ii	at1	jj	nn1	nn1
7	at	a	Catholic	high	school	ii	at1	jj	jj	nn1
6	at	a	Catholic	school	in	ii	at1	jj	nn1	ii
13	at	a	certain	level	of	ii	at1	jj	nn1	io
6	at	a	certain	point	and	ii	at1	jj	nn1	cc
5	at	a	certain	point	he	ii	at1	jj	nn1	pphs1
5	At	a	certain	point	he	ii	at1	jj	nn1	pphs1
14	at	a	certain	point	I	ii	at1	jj	nn1	ppis1
6	At	a	certain	point	I	ii	at1	jj	nn1	ppis1
59	at	a	certain	point	in	ii	at1	jj	nn1	ii
16	At	a	certain	point	in	ii	at1	jj	nn1	ii
6	at	a	certain	point	it	ii	at1	jj	nn1	pph1
6	at	a	certain	point	of	ii	at1	jj	nn1	io
8	at	a	certain	point	the	ii	at1	jj	nn1	at
5	at	a	certain	point	we	ii	at1	jj	nn1	ppis2
13	at	a	certain	point	you	ii	at1	jj	nn1	ppy
10	At	a	certain	point	you	ii	at1	jj	nn1	ppy
5	at	a	certain	stage	of	ii	at1	jj	nn1	io
24	at	a	certain	time	and	ii	at1	jj	nnt1	cc
9	at	a	certain	time	in	ii	at1	jj	nnt1	ii
13	at	a	certain	time	of	ii	at1	jj	nnt1	io
7	at	a	competitive	disadvantage	because	ii	at1	jj	nn1	cs
5	at	a	competitive	disadvantage	by	ii	at1	jj	nn1	ii
6	at	a	competitive	disadvantage	if	ii	at1	jj	nn1	cs
5	at	a	competitive	disadvantage	in	ii	at1	jj	nn1	ii
5	at	a	competitive	disadvantage	with	ii	at1	jj	nn1	iw
8	at	a	congressional	hearing	in	ii	at1	jj	nn1	ii
9	at	a	constant	rate	of	ii	at1	jj	nn1	io
18	at	a	critical	juncture	in	ii	at1	jj	nn1	ii
15	at	a	critical	moment	in	ii	at1	jj	nn1	ii
17	at	a	critical	point	in	ii	at1	jj	nn1	ii
5	at	a	critical	stage	of	ii	at1	jj	nn1	io
12	at	a	critical	time	for	ii	at1	jj	nnt1	if
14	at	a	critical	time	in	ii	at1	jj	nnt1	ii
11	at	a	critical	time	when	ii	at1	jj	nnt1	rrq
7	at	a	critical	turning	point	ii	at1	jj	nn1	nn1
11	at	a	crucial	moment	in	ii	at1	jj	nn1	ii
12	at	a	crucial	point	in	ii	at1	jj	nn1	ii
8	at	a	crucial	time	for	ii	at1	jj	nnt1	if
15	at	a	crucial	time	in	ii	at1	jj	nnt1	ii
6	at	a	very	critical	point	ii	at1	rg	jj	nn1
8	at	a	very	critical	time	ii	at1	rg	jj	nnt1
5	at	Catholic	University	in	Washington	ii	jj	nn1	ii	np1
5	at	Central	Command	headquarters	in	ii	jj	nn1	nn	ii
9	at	Central	High	School	in	ii	jj	jj	nn1	ii
5	At	certain	points	in	the	ii	jj	nn2	ii	at
7	at	certain	times	and	in	ii	jj	nnt2	cc	ii
7	at	certain	times	and	places	ii	jj	nnt2	cc	nn2
6	at	certain	times	of	day	ii	jj	nnt2	io	nnt1
52	at	certain	times	of	the	ii	jj	nnt2	io	at
7	At	certain	times	of	the	ii	jj	nnt2	io	at
8	at	certain	times	of	year	ii	jj	nnt2	io	nnt1
5	at	close	range	in	the	ii	jj	nn1	ii	at
5	at	Converse	College	in	Spartanburg	ii	jj	nn1	ii	np1
5	at	critical	points	in	the	ii	jj	nn2	ii	at
5	at	its	current	level	of	ii	appge	jj	nn1	io
6	at	least	a	certain	amount	rr21	rr22	at1	jj	nn1
5	at	such	a	critical	moment	ii	da	at1	jj	nn1
6	at	such	close	range	that	ii	da	jj	nn1	cst
5	at	Taxpayers	for	Common	Sense	ii	nn2	if	jj	nn1
5	at	the	Centennial	Olympic	Park	ii	at	jj	jj	nn1
29	at	the	Central	Intelligence	Agency	ii	at	jj	nn1	nn1
6	at	the	Central	Party	School	ii	at	jj	nn1	nn1
7	at	the	clear	blue	sky	ii	at	jj	jj	nn1
5	at	the	closed	door	to	ii	at	jj	nn1	ii
14	at	the	commanding	heights	of	ii	at	jj	nn2	io
11	at	the	Congressional	Budget	Office	ii	at	jj	nn1	nn1
13	at	the	Congressional	Research	Service	ii	at	jj	nn1	nn1
7	at	the	conservative	American	Enterprise	ii	at	jj	jj	nn1
6	at	the	Conservative	Political	Action	ii	at	jj	jj	nn1
5	at	the	consulting	firm	of	ii	at	jj	nn1	io
5	at	the	Courant	Institute	of	ii	at	jj	nn1	io
5	at	the	Creative	Artists	Agency	ii	at	jj	nn2	nn1
6	at	the	criminal	justice	system	ii	at	jj	nn1	nn1
5	at	the	Culinary	Institute	of	ii	at	jj	nn1	io
5	at	the	current	exchange	rate	ii	at	jj	nn1	nn1
8	at	the	current	level	of	ii	at	jj	nn1	io
20	at	the	current	rate	of	ii	at	jj	nn1	io
17	At	the	current	rate	of	ii	at	jj	nn1	io
5	at	the	current	state	of	ii	at	jj	nn1	io
5	at	the	Federal	Correctional	Institution	ii	at	jj	jj	nn1
9	at	the	International	Criminal	Tribunal	ii	at	jj	jj	nn1
5	at	the	lowest	common	denominator	ii	at	jjt	jj	nn1
13	at	the	Moscow	Choral	Synagogue	ii	at	np1	jj	nn1
5	at	the	Southern	Christian	Leadership	ii	at	jj	jj	nn1
5	at	this	comfortable	hot	spot	ii	dd1	jj	jj	nn1
6	at	this	critical	juncture	in	ii	dd1	jj	nn1	ii
5	at	this	critical	time	in	ii	dd1	jj	nnt1	ii
9	attacks	the	central	nervous	system	vvz	at	jj	jj	nn1
8	attained	a	certain	number	of	vvn	at1	jj	nn1	io
43	attorney	general	for	civil	rights	nn1	jj	if	jj	nn2
5	attribute	the	correct	number	of	vvi	at	jj	nn1	io
8	author	of	the	classic	book	nn1	io	at	jj	nn1
5	author	of	The	Complete	Guide	nn1	io	at	jj	nn1
26	author	of	The	Complete	Idiot	nn1	io	at	jj	nn1
8	authority	of	the	central	government	nn1	io	at	jj	nn1
5	available	on	the	commercial	market	jj	ii	at	jj	nn1
5	averaged	to	create	composite	scores	vvn	to	vvi	jj	nn2
6	award-winning	writer-producer	of	corporate	videos	jj	nn1	io	jj	nn2
7	awarded	the	Congressional	Medal	of	vvn	at	jj	nn1	io
12	back	to	our	continuing	coverage	rp	ii	appge	jj	nn1
9	back	to	the	Civil	War	rp	ii	at	jj	nn1
7	back	to	the	colonial	era	rp	ii	at	jj	nn1
9	back	with	a	closing	thought	rp	iw	at1	jj	nn1
8	back	with	our	closing	comments	rp	iw	appge	jj	nn2
7	back	with	some	closing	thoughts	rp	iw	dd	jj	nn2
5	barrels	of	crude	oil	a	nn2	io	jj	nn1	at1
6	barrels	of	crude	oil	per	nn2	io	jj	nn1	ii
5	based	on	the	current	market	vvn	ii	at	jj	nn1
7	based	on	the	current	sample	vvn	ii	at	jj	nn1
5	basic	human	and	civil	rights	jj	nn1	cc	jj	nn2
7	be	a	central	component	of	vbi	at1	jj	nn1	io
6	be	a	central	part	of	vbi	at1	jj	nn1	io
5	be	a	central	theme	of	vbi	at1	jj	nn1	io
29	be	a	certain	amount	of	vbi	at1	jj	nn1	io
8	be	a	certain	kind	of	vbi	at1	jj	nn1	io
8	be	a	certain	level	of	vbi	at1	jj	nn1	io
8	be	a	certain	number	of	vbi	at1	jj	nn1	io
7	be	a	certain	type	of	vbi	at1	jj	nn1	io
5	be	a	civil	war	in	vbi	at1	jj	nn1	ii
6	be	a	classic	case	of	vbi	at1	jj	nn1	io
5	be	a	clear	sign	that	vbi	at1	jj	nn1	cst
8	be	a	cold	day	in	vbi	at1	jj	nnt1	ii
6	be	a	concerted	effort	to	vbi	at1	jj	nn1	to
5	be	a	considerable	amount	of	vbi	at1	jj	nn1	io
6	be	a	continuing	source	of	vbi	at1	jj	nn1	io
6	be	a	contributing	factor	in	vbi	at1	jj	nn1	ii
7	be	a	contributing	factor	to	vbi	at1	jj	nn1	ii
8	be	a	critical	component	of	vbi	at1	jj	nn1	io
6	be	a	critical	element	in	vbi	at1	jj	nn1	ii
5	be	a	critical	factor	for	vbi	at1	jj	nn1	if
11	be	a	critical	factor	in	vbi	at1	jj	nn1	ii
11	be	a	critical	part	of	vbi	at1	jj	nn1	io
11	be	a	crucial	part	of	vbi	at1	jj	nn1	io
5	be	a	good	corporate	citizen	vbi	at1	jj	jj	nn1
8	be	a	major	contributing	factor	vbi	at1	jj	jj	nn1
5	be	a	very	close	election	vbi	at1	rg	jj	nn1
9	be	a	very	close	race	vbi	at1	rg	jj	nn1
7	be	a	very	close	vote	vbi	at1	rg	jj	nn1
5	be	a	very	competitive	race	vbi	at1	rg	jj	nn1
12	be	at	a	competitive	disadvantage	vbi	ii	at1	jj	nn1
15	be	back	with	closing	comments	vbi	rp	iw	jj	nn2
5	be	careful	crossing	the	street	vbi	jj	nn1	at	nn1
6	be	chief	justice	of	the	vbi	jj	nn1	io	at
5	be	cruel	and	unusual	punishment	vbi	jj	cc	jj	nn1
6	be	done	a	certain	way	vbi	vdn	at1	jj	nn1
5	be	in	a	constant	state	vbi	ii	at1	jj	nn1
5	be	in	close	contact	with	vbi	ii	jj	nn1	iw
5	be	in	close	proximity	to	vbi	ii	jj	nn1	ii
6	be	in	complete	control	of	vbi	ii	jj	nn1	io
8	be	in	constant	contact	with	vbi	ii	jj	nn1	iw
7	be	keeping	a	close	eye	vbi	vvg	at1	jj	nn1
5	be	of	a	certain	age	vbi	io	at1	jj	nn1
6	be	registered	in	certain	jurisdictions	vbi	vvn	ii	jj	nn2
6	be	right	back	with	closing	vbi	jj	nn1	iw	jj
5	be	the	central	focus	of	vbi	at	jj	nn1	io
6	be	the	crowning	glory	of	vbi	at	jj	nn1	io
7	bears	a	close	resemblance	to	vvz	at1	jj	nn1	ii
5	became	a	central	focus	of	vvd	at1	jj	nn1	io
5	became	a	close	friend	of	vvd	at1	jj	nn1	io
8	became	chairman	and	chief	executive	vvd	nn1	cc	jj	nn1
5	became	chief	executive	of	the	vvd	jj	nn1	io	at
6	became	chief	executive	officer	of	vvd	jj	nn1	nn1	io
8	became	president	and	chief	executive	vvd	nn1	cc	jj	nn1
5	because	of	his	close	relationship	ii21	ii22	appge	jj	nn1
6	because	of	its	central	location	ii21	ii22	appge	jj	nn1
7	because	of	its	close	proximity	ii21	ii22	appge	jj	nn1
5	because	of	its	close	ties	ii21	ii22	appge	jj	nn2
5	Because	of	the	central	role	ii21	ii22	at	jj	nn1
6	because	of	the	civil	war	ii21	ii22	at	jj	nn1
6	because	of	the	cold	weather	ii21	ii22	at	jj	nn1
5	because	of	the	competitive	nature	ii21	ii22	at	jj	nn1
6	because	the	current	system	is	cs	at	jj	nn1	vbz
9	become	a	central	issue	in	vvn	at1	jj	nn1	ii
6	become	a	central	part	of	vvi	at1	jj	nn1	io
6	become	a	certified	public	accountant	vvi	at1	jj	jj	nn1
5	become	a	certified	teacher	of	vvi	at1	jj	nn1	io
5	become	chief	executive	of	the	vvi	jj	nn1	io	at
5	been	a	central	figure	in	vbn	at1	jj	nn1	ii
8	been	a	central	part	of	vbn	at1	jj	nn1	io
5	been	a	central	tenet	of	vbn	at1	jj	nn1	io
8	been	a	certain	amount	of	vbn	at1	jj	nn1	io
12	been	a	close	friend	of	vbn	at1	jj	nn1	io
8	been	a	concerted	effort	to	vbn	at1	jj	nn1	to
7	been	a	considerable	amount	of	vbn	at1	jj	nn1	io
9	been	a	constant	source	of	vbn	at1	jj	nn1	io
6	been	a	contentious	issue	in	vbn	at1	jj	nn1	ii
10	been	a	critical	factor	in	vbn	at1	jj	nn1	ii
5	been	a	crucial	part	of	vbn	at1	jj	nn1	io
5	been	given	a	clean	bill	vbn	vvn	at1	jj	nn1
10	been	in	close	contact	with	vbn	ii	jj	nn1	iw
5	been	in	constant	contact	with	vbn	ii	jj	nn1	iw
5	been	in	continuous	operation	since	vbn	ii	jj	nn1	ii
7	been	in	their	current	positions	vbn	ii	appge	jj	nn2
5	been	involved	in	criminal	activity	vbn	jj	ii	jj	nn1
5	before	a	congressional	committee	in	ii	at1	jj	nn1	ii
12	before	the	civil	rights	movement	ii	at	jj	nn2	nn1
5	before	the	Civil	War	and	ii	at	jj	nn1	cc
5	began	a	concerted	effort	to	vvd	at1	jj	nn1	to
7	beginning	of	the	Christian	era	nn1	io	at	jj	nn1
11	beginning	of	the	Cold	War	nn1	io	at	jj	nn1
6	beginning	of	the	cold	war	nn1	io	at	jj	nn1
11	behave	in	a	certain	way	vvi	ii	at1	jj	nn1
8	behave	in	a	certain	way	vv0	ii	at1	jj	nn1
10	behind	closed	doors	at	the	ii	jj	nn2	ii	at
6	behind	closed	doors	in	a	ii	jj	nn2	ii	at1
15	behind	closed	doors	in	the	ii	jj	nn2	ii	at
7	behind	closed	doors	with	the	ii	jj	nn2	iw	at
15	behind	the	closed	door	of	ii	at	jj	nn1	io
21	behind	the	closed	doors	of	ii	at	jj	nn2	io
5	being	in	a	committed	relationship	vbg	ii	at1	jj	nn1
5	being	tested	in	clinical	trials	vbg	vvn	ii	jj	nn2
8	best	scientific	and	commercial	data	jjt	jj	cc	jj	nn
6	better	than	the	current	system	jjr	csn	at	jj	nn1
7	between	civil	and	military	institutions	ii	jj	cc	jj	nn2
5	between	civil	society	and	political	ii	jj	nn1	cc	jj
7	between	civil	society	and	the	ii	jj	nn1	cc	at
6	between	cognitive	and	somatic	anxiety	ii	jj	cc	jj	nn1
5	between	creatine	users	and	non-users	ii	jj	nn2	cc	nn2
6	between	intellectual	styles	and	critical	ii	jj	nn2	cc	jj
5	between	operative	and	cooperative	grace	ii	jj	cc	jj	nn1
5	between	state	and	civil	society	ii	nn1	cc	jj	nn1
19	between	the	central	government	and	ii	at	jj	nn1	cc
5	between	the	current	study	and	ii	at	jj	nn1	cc
7	bill	in	its	current	form	nn1	ii	appge	jj	nn1
13	billion	cubic	feet	of	gas	m	jj	nn2	io	nn1
7	billion	cubic	feet	of	natural	m	jj	nn2	io	jj
25	billion	cubic	feet	per	day	m	jj	nn2	ii	nnt1
5	billion	cubic	meters	a	year	m	jj	nn2	at1	nnt1
8	billion	cubic	meters	of	water	m	jj	nn2	io	nn1
8	billion	cubic	meters	per	year	m	jj	nn2	ii	nnt1
7	Billion	Years	of	Cosmic	Evolution	m	nnt2	io	jj	nn1
11	biological	and	chemical	weapons	and	jj	cc	jj	nn2	cc
6	biological	and	chemical	weapons	programs	jj	cc	jj	nn2	nn2
5	Biological	Sciences	Congressional	District	Visits	jj	nn2	jj	nn1	nn2
7	blood	pressure	in	certain	people	nn1	nn1	ii	jj	nn
5	board	and	chief	executive	officer	nn1	cc	jj	nn1	nn1
6	board	certified	internist	and	director	nn1	jj	nn1	cc	nn1
5	Board	of	Cooperative	Educational	Services	nn1	io	jj	jj	nn2
5	bombed	the	Chinese	embassy	in	vvd	at	jj	nn1	ii
28	bombing	of	the	Chinese	embassy	nn1	io	at	jj	nn1
5	bombing	of	the	Chinese	Embassy	nn1	io	at	jj	nn1
9	Book	of	Common	Prayer	and	nn1	io	jj	nn1	cc
5	books	of	collected	humor	pieces	nn2	io	jj	nn1	nn2
6	born	with	a	cleft	lip	vvn	iw	at1	jj	nn1
6	born	with	a	cleft	palate	vvn	iw	at1	jj	nn1
5	both	clinical	and	nonclinical	samples	db2	jj	cc	jj	nn2
5	both	cognitive	and	somatic	anxiety	db2	jj	cc	jj	nn1
7	bought	a	controlling	interest	in	vvd	at1	jj	nn1	ii
5	bought	a	controlling	stake	in	vvd	at1	jj	nn1	ii
5	bowl	of	cold	water	and	nn1	io	jj	nn1	cc
7	bowl	of	cold	water	to	nn1	io	jj	nn1	to
5	BP	chief	executive	Tony	Hayward	np1	jj	nn1	np1	np1
12	brain	and	central	nervous	system	nn1	cc	jj	jj	nn1
5	branch	of	the	central	government	nn1	io	at	jj	nn1
5	breath	in	the	cold	air	nn1	ii	at	jj	nn1
11	breathed	a	collective	sigh	of	vvd	at1	jj	nn1	io
5	breathing	a	collective	sigh	of	vvg	at1	jj	nn1	io
5	Brigance	Comprehensive	Inventory	of	Basic	np1	jj	nn1	io	jj
6	bring	criminal	charges	against	the	vvi	jj	nn2	ii	at
5	bring	the	civil	war	to	vvi	at	jj	nn1	ii
5	bringing	criminal	charges	against	the	vvg	jj	nn2	ii	at
5	brink	of	a	civil	war	nn1	io	at1	jj	nn1
5	brink	of	civil	war	in	nn1	io	jj	nn1	ii
5	brisket	to	a	cutting	board	nn1	ii	at1	jj	nn1
6	broke	into	a	cold	sweat	vvd	ii	at1	jj	nn1
12	Buch	is	a	certified	fitness	np1	vbz	at1	jj	nn1
5	bucket	of	cold	water	over	nn1	io	jj	nn1	ii
7	building	socialism	with	Chinese	characteristics	nn1	nn1	iw	jj	nn2
5	built	by	the	Civilian	Conservation	vvn	ii	at	jj	nn
6	buried	in	a	common	grave	vvn	ii	at1	jj	nn1
7	But	a	careful	reading	of	ccb	at1	jj	nn1	io
5	but	a	close	examination	of	ccb	at1	jj	nn1	io
5	But	a	close	look	at	ccb	at1	jj	nn1	ii
6	but	after	a	certain	point	ccb	cs	at1	jj	nn1
25	But	at	a	certain	point	ccb	ii	at1	jj	nn1
15	but	at	a	certain	point	ccb	ii	at1	jj	nn1
5	But	in	the	current	climate	ccb	ii	at	jj	nn1
6	but	the	Congressional	Budget	Office	ccb	at	jj	nn1	nn1
5	But	the	Congressional	Budget	Office	ccb	at	jj	nn1	nn1
8	but	the	cumulative	effect	of	ccb	at	jj	nn1	io
10	but	there	are	certain	things	ccb	ex	vbr	jj	nn2
7	But	there	are	certain	things	ccb	ex	vbr	jj	nn2
6	but	to	a	certain	extent	ccb	ii	at1	jj	nn1
5	buy	a	certain	number	of	vvi	at1	jj	nn1	io
7	by	a	certain	amount	of	ii	at1	jj	nn1	io
7	by	a	certain	number	of	ii	at1	jj	nn1	io
5	by	a	chemical	imbalance	in	ii	at1	jj	nn1	ii
5	by	a	close	associate	of	ii	at1	jj	nn1	io
5	by	a	close	friend	of	ii	at1	jj	nn1	io
5	by	a	close	reading	of	ii	at1	jj	nn1	io
31	by	a	combined	score	of	ii	at1	jj	nn1	io
8	by	a	commercial	lab	and	ii	at1	jj	nn1	cc
5	by	a	complex	combination	of	ii	at1	jj	nn1	io
5	by	a	complex	system	of	ii	at1	jj	nn1	io
5	by	a	complex	web	of	ii	at1	jj	nn1	io
6	by	certain	members	of	the	ii	jj	nn2	io	at
5	by	Chief	Justice	William	Rehnquist	ii	jj	nn1	np1	nn1
21	by	clear	and	convincing	evidence	ii	jj	cc	jj	nn1
