5	a	bacterial	or	viral	infection	at1	jj	cc	jj	nn1
9	vital	interests	of	the	United	jj	nn2	io	at	np1
5	vital	limits	on	judicial	authority	jj	nn2	ii	jj	nn1
5	vital	organs	such	as	the	jj	nn2	ii21	ii22	at
5	vital	part	of	the	economy	jj	nn1	io	at	nn1
8	vital	part	of	the	world	jj	nn1	io	at	nn1
6	vital	role	for	the	United	jj	nn1	if	at	jj
5	vital	role	in	shaping	the	jj	nn1	ii	vvg	at
5	vital	role	in	the	lives	jj	nn1	ii	at	nn2
12	vital	role	to	play	in	jj	nn1	to	vvi	ii
5	vital	targets	might	prevent	an	jj	nn2	vm	vvi	at1
5	vital	to	the	national	interest	jj	ii	at	jj	nn1
9	vocal	literature	with	a	level	jj	nn1	iw	at1	nn1
7	vocational	teacher	education	department	chairs	jj	nn1	nn1	nn1	nn2
6	voice-over	Secretary	of	State	Baker	jj	nn1	io	nn1	np1
5	volatile	food	and	energy	prices	jj	nn1	cc	nn1	nn2
5	volatile	region	of	the	world	jj	nn1	io	at	nn1
5	volatile	regions	of	the	world	jj	nn2	io	at	nn1
5	voluntary	collaboration	and	provincial	coordination	jj	nn1	cc	jj	nn1
5	vulnerable	members	of	our	society	jj	nn2	io	appge	nn1
5	vulnerable	to	a	terrorist	attack	jj	ii	at1	jj	nn1
6	want	to	be	vice	president	vvi	to	vbi	jj	nn1
7	wants	to	be	vice	president	vvz	to	vbi	jj	nn1
15	was	a	senior	vice	president	vbdz	at1	jj	jj	nn1
5	was	a	vast	amount	of	vbdz	at1	jj	nn1	io
5	was	a	veritable	explosion	of	vbdz	at1	jj	nn1	io
6	was	a	very	sort	of	vbdz	at1	jj	nn1	io
11	was	a	vice	president	at	vbdz	at1	jj	nn1	ii
6	was	a	vice	president	in	vbdz	at1	jj	nn1	ii
15	was	a	vice	president	of	vbdz	at1	jj	nn1	io
13	was	a	visiting	professor	at	vbdz	at1	jj	nn1	ii
6	was	a	visiting	scholar	at	vbdz	at1	jj	nn1	ii
11	was	a	vital	part	of	vbdz	at1	jj	nn1	io
6	was	a	vocal	critic	of	vbdz	at1	jj	nn1	io
9	was	at	that	very	moment	vbdz	ii	dd1	jj	nn1
6	was	at	the	very	beginning	vbdz	ii	at	jj	nn1
6	was	at	the	very	bottom	vbdz	ii	at	jj	nn1
6	was	at	the	very	center	vbdz	ii	at	jj	nn1
5	was	at	the	very	end	vbdz	ii	at	jj	nn1
5	was	at	the	very	heart	vbdz	ii	at	jj	nn1
5	was	charged	with	vehicular	homicide	vbdz	vvn	iw	jj	nn1
5	was	executive	vice	president	for	vbdz	jj	jj	nn1	if
5	was	executive	vice	president	of	vbdz	jj	jj	nn1	io
8	was	from	the	very	beginning	vbdz	ii	at	jj	nn1
5	was	in	a	vegetative	state	vbdz	ii	at1	jj	nn1
8	was	named	a	vice	president	vbdz	vvn	at1	jj	nn1
13	was	named	most	valuable	player	vbdz	vvn	dat	jj	nn1
9	was	named	Most	Valuable	Player	vbdz	vvn	dat	jj	nn1
8	was	named	senior	vice	president	vbdz	vvn	jj	jj	nn1
6	was	not	a	viable	option	vbdz	xx	at1	jj	nn1
5	was	not	a	violent	man	vbdz	xx	at1	jj	nn1
16	was	promoted	to	vice	president	vbdz	vvn	ii	jj	nn1
7	was	senior	vice	president	of	vbdz	jj	jj	nn1	io
5	was	that	the	vast	majority	vbdz	cst	at	jj	nn1
7	was	the	most	valuable	player	vbdz	at	rgt	jj	nn1
6	was	the	Most	Valuable	Player	vbdz	at	rgt	jj	nn1
5	was	the	very	definition	of	vbdz	at	jj	nn1	io
7	was	the	very	embodiment	of	vbdz	at	jj	nn1	io
9	was	the	very	essence	of	vbdz	at	jj	nn1	io
5	was	the	very	heart	of	vbdz	at	jj	nn1	io
6	was	the	very	image	of	vbdz	at	jj	nn1	io
7	was	the	very	model	of	vbdz	at	jj	nn1	io
6	was	the	very	opposite	of	vbdz	at	jj	nn1	io
14	was	the	very	picture	of	vbdz	at	jj	nn1	io
5	was	the	vice	president	and	vbdz	at	jj	nn1	cc
16	was	the	vice	president	of	vbdz	at	jj	nn1	io
12	was	vice	chairman	of	the	vbdz	jj	nn1	io	at
5	was	vice	president	and	general	vbdz	jj	nn1	cc	jj
15	was	vice	president	of	the	vbdz	jj	nn1	io	at
5	way	up	to	vice	president	nn1	ii21	ii22	jj	nn1
5	we	have	a	vested	interest	ppis2	vh0	at1	jj	nn1
5	were	a	vital	part	of	vbdr	at1	jj	nn1	io
12	were	in	various	stages	of	vbdr	ii	jj	nn2	io
7	what	the	vast	majority	of	ddq	at	jj	nn1	io
6	what	the	vice	president	has	ddq	at	jj	nn1	vhz
9	what	the	vice	president	said	ddq	at	jj	nn1	vvd
5	what	the	Vice	President	said	ddq	at	jj	nn1	vvd
8	what	the	vice	president	was	ddq	at	jj	nn1	vbdz
10	when	he	was	vice	president	cs	pphs1	vbdz	jj	nn1
10	when	he	was	vice	president	rrq	pphs1	vbdz	jj	nn1
10	when	the	vast	majority	of	cs	at	jj	nn1	io
5	when	the	vast	majority	of	rrq	at	jj	nn1	io
5	where	he	was	vice	president	cs	pphs1	vbdz	jj	nn1
20	where	the	vast	majority	of	cs	at	jj	nn1	io
14	where	the	vast	majority	of	rrq	at	jj	nn1	io
5	whether	students	with	visual	impairments	csw	nn2	iw	jj	nn2
11	which	by	its	very	nature	ddq	ii	appge	jj	nn1
12	which	the	vast	majority	of	ddq	at	jj	nn1	io
29	While	the	vast	majority	of	cs	at	jj	nn1	io
18	while	the	vast	majority	of	cs	at	jj	nn1	io
5	who	at	this	very	moment	pnqs	ii	dd1	jj	nn1
5	who	has	been	vice	president	pnqs	vhz	vbn	jj	nn1
11	who	have	a	vested	interest	pnqs	vh0	at1	jj	nn1
9	who	is	a	vice	president	pnqs	vbz	at1	jj	nn1
5	who	is	now	vice	president	pnqs	vbz	rt	jj	nn1
5	who	is	the	vice	president	pnqs	vbz	at	jj	nn1
7	who	is	vice	chairman	of	pnqs	vbz	jj	nn1	io
9	who	is	vice	president	for	pnqs	vbz	jj	nn1	if
22	who	is	vice	president	of	pnqs	vbz	jj	nn1	io
5	who	received	variceal	ligation	alone	pnqs	vvd	jj	nn1	rr
9	who	was	a	vice	president	pnqs	vbdz	at1	jj	nn1
5	who	was	executive	vice	president	pnqs	vbdz	jj	jj	nn1
7	who	was	vice	president	of	pnqs	vbdz	jj	nn1	io
6	wife	of	the	vice	president	nn1	io	at	jj	nn1
5	will	play	a	vital	role	vm	vvi	at1	jj	nn1
6	win	the	Most	Valuable	Player	vvi	at	rgt	jj	nn1
7	with	a	vague	sense	of	iw	at1	jj	nn1	io
6	with	a	vast	amount	of	iw	at1	jj	nn1	io
17	with	a	vast	array	of	iw	at1	jj	nn1	io
6	with	a	vast	number	of	iw	at1	jj	nn1	io
5	with	a	vertical	drop	of	iw	at1	jj	nn1	io
34	with	a	vested	interest	in	iw	at1	jj	nn1	ii
7	with	a	visual	impairment	and	iw	at1	jj	nn1	cc
5	with	a	visual	impairment	to	iw	at1	jj	nn1	to
9	with	and	without	visual	disabilities	iw	cc	iw	jj	nn2
18	with	and	without	visual	impairments	iw	cc	iw	jj	nn2
5	with	children	with	visual	impairments	iw	nn2	iw	jj	nn2
16	with	extra	virgin	olive	oil	iw	jj	jj	jj	nn1
5	with	Iraqi	families	at	vital	iw	jj	nn2	ii	jj
7	with	multiple	disabilities	and	visual	iw	jj	nn2	cc	jj
7	with	no	visible	means	of	iw	at	jj	nn	io
5	with	pop	cap	Visual	programming	iw	nn1	nn1	jj	nn1
5	with	severe	visual	impairments	are	iw	jj	jj	nn2	vbr
15	with	students	with	visual	impairments	iw	nn2	iw	jj	nn2
31	with	the	vast	majority	of	iw	at	jj	nn1	io
5	With	the	vast	majority	of	iw	at	jj	nn1	io
5	with	the	very	idea	of	iw	at	jj	nn1	io
5	with	the	very	nature	of	iw	at	jj	nn1	io
6	with	the	very	notion	of	iw	at	jj	nn1	io
5	with	the	vice	president	and	iw	at	jj	nn1	cc
6	with	the	vice	president	in	iw	at	jj	nn1	ii
6	with	the	vice	president	of	iw	at	jj	nn1	io
5	with	the	Vice	President	of	iw	at	jj	nn1	io
9	with	various	aspects	of	the	iw	jj	nn2	io	at
6	with	various	members	of	the	iw	jj	nn2	io	at
6	with	varying	degrees	of	enthusiasm	iw	jj	nn2	io	nn1
5	with	varying	degrees	of	intensity	iw	jj	nn2	io	nn1
5	with	varying	degrees	of	regularity	iw	jj	nn2	io	nn1
72	with	varying	degrees	of	success	iw	jj	nn2	io	nn1
14	with	vented	plastic	wrap	and	iw	jj	nn1	nn1	cc
5	with	visual	acuities	of	less	iw	jj	nn2	io	dar
14	with	visual	and	multiple	impairments	iw	jj	cc	jj	nn2
32	with	visual	impairment	and	blindness	iw	jj	nn1	cc	nn1
11	with	visual	impairment	or	blindness	iw	jj	nn1	cc	nn1
5	with	visual	impairments	and	additional	iw	jj	nn2	cc	jj
11	with	visual	impairments	and	multiple	iw	jj	nn2	cc	jj
7	with	visual	impairments	and	orientation	iw	jj	nn2	cc	nn1
10	with	visual	impairments	and	other	iw	jj	nn2	cc	jj
8	with	visual	impairments	and	sighted	iw	jj	nn2	cc	vvd
19	with	visual	impairments	and	the	iw	jj	nn2	cc	at
11	with	visual	impairments	and	their	iw	jj	nn2	cc	appge
8	with	visual	impairments	are	not	iw	jj	nn2	vbr	xx
5	with	visual	impairments	at	the	iw	jj	nn2	ii	at
6	with	visual	impairments	has	been	iw	jj	nn2	vhz	vbn
5	with	visual	impairments	have	a	iw	jj	nn2	vh0	at1
5	with	visual	impairments	have	been	iw	jj	nn2	vh0	vbn
6	with	visual	impairments	in	a	iw	jj	nn2	ii	at1
5	with	visual	impairments	in	general	iw	jj	nn2	ii	jj
24	with	visual	impairments	in	the	iw	jj	nn2	ii	at
5	with	visual	impairments	in	their	iw	jj	nn2	ii	appge
5	with	visual	impairments	must	be	iw	jj	nn2	vm	vbi
7	with	visual	impairments	need	to	iw	jj	nn2	vv0	to
6	with	visual	impairments	on	the	iw	jj	nn2	ii	at
12	with	visual	impairments	who	are	iw	jj	nn2	pnqs	vbr
20	with	visual	impairments	who	were	iw	jj	nn2	pnqs	vbdr
9	worked	as	a	vice	president	vvd	ii	at1	jj	nn1
7	woven	into	the	very	fabric	vvn	ii	at	jj	nn1
5	Yet	the	vast	majority	of	rr	at	jj	nn1	io
5	you	at	the	very	beginning	ppy	ii	at	jj	nn1
8	you	from	the	very	beginning	ppy	ii	at	jj	nn1
5	you	have	a	vested	interest	ppy	vh0	at1	jj	nn1
5	you	on	that	very	point	ppy	ii	dd1	jj	nn1
12	young	children	with	severe	visual	jj	nn2	iw	jj	jj
12	young	children	with	visual	impairment	jj	nn2	iw	jj	nn1
27	young	children	with	visual	impairments	jj	nn2	iw	jj	nn2
